product_id,date,store_id,current_stock,daily_demand,lead_time_days,supplier_reliability_score,promotion_active,weather_impact,stockout_risk
P1920,7/9/2026,S4,350,15,14,64,No,Medium,Yes
P1921,7/10/2026,S2,411,107,2,99,Yes,High,No
P1922,7/11/2026,S10,458,65,12,78,Yes,High,No
P1923,7/12/2026,S5,490,72,13,77,No,Low,No
P1924,7/13/2026,S10,320,29,3,90,No,High,Yes
P1925,7/14/2026,S1,48,16,10,92,Yes,Low,No
P1926,7/15/2026,S6,174,30,9,77,No,Medium,No
P1927,7/16/2026,S13,51,106,13,98,Yes,High,No
P1928,7/17/2026,S15,101,114,14,75,No,High,No
P1929,7/18/2026,S4,215,16,9,75,No,Medium,No
P1930,7/19/2026,S13,437,47,10,97,No,Low,No
P1931,7/20/2026,S20,187,55,2,66,No,High,Yes
P1932,7/21/2026,S15,56,41,14,73,No,Medium,No
P1933,7/22/2026,S8,46,50,3,84,No,High,Yes
P1934,7/23/2026,S5,158,57,14,91,Yes,Low,No
P1935,7/24/2026,S15,488,92,4,97,Yes,Low,No
P1936,7/25/2026,S4,173,84,9,81,Yes,Low,No
P1937,7/26/2026,S12,241,17,3,75,No,Low,No
P1938,7/27/2026,S13,281,93,13,88,No,Medium,No
P1939,7/28/2026,S2,240,58,7,75,No,High,No
P1940,7/29/2026,S19,369,61,12,71,No,Medium,No
P1941,7/30/2026,S19,4,8,3,76,Yes,Low,No
P1942,7/31/2026,S4,83,79,7,96,No,Low,No
P1943,8/1/2026,S4,307,100,7,86,No,Low,No
P1944,8/2/2026,S11,360,53,9,84,No,Low,No
P1945,8/3/2026,S5,458,11,2,72,Yes,High,No
P1946,8/4/2026,S20,247,114,13,67,No,Low,No
P1947,8/5/2026,S11,53,15,6,64,No,High,No
P1948,8/6/2026,S10,160,96,9,71,No,Low,No
P1949,8/7/2026,S8,433,58,12,62,No,High,No
P1950,8/8/2026,S6,421,109,12,94,No,High,Yes
P1951,8/9/2026,S6,410,91,2,92,Yes,Low,No
P1952,8/10/2026,S8,225,49,2,81,Yes,Medium,No
P1953,8/11/2026,S15,14,27,13,68,Yes,Medium,No
P1954,8/12/2026,S14,223,118,14,77,Yes,Medium,No
P1955,8/13/2026,S11,60,32,5,88,No,Medium,No
P1956,8/14/2026,S12,121,111,10,98,No,Medium,No
P1957,8/15/2026,S13,276,115,10,86,No,Low,No
P1958,8/16/2026,S8,45,61,12,95,Yes,Low,No
P1959,8/17/2026,S18,452,30,10,76,No,Low,No
P1960,8/18/2026,S1,389,29,8,93,Yes,Low,Yes
P1961,8/19/2026,S15,293,58,11,62,Yes,Low,Yes
P1962,8/20/2026,S8,61,33,9,64,No,Low,No
P1963,8/21/2026,S11,85,87,2,73,No,High,No
P1964,8/22/2026,S12,445,101,5,62,No,High,Yes
P1965,8/23/2026,S12,209,40,14,82,Yes,Low,No
P1966,8/24/2026,S4,77,18,7,98,No,Low,No
P1967,8/25/2026,S16,201,82,6,89,Yes,High,Yes
P1968,8/26/2026,S4,301,39,6,82,Yes,High,No
P1969,8/27/2026,S5,396,34,7,86,No,Low,No
P1970,8/28/2026,S5,222,96,3,69,Yes,High,No
P1971,8/29/2026,S8,221,21,13,84,Yes,Medium,Yes
P1972,8/30/2026,S10,2,71,3,72,No,Medium,Yes
P1973,8/31/2026,S17,477,84,10,75,No,Medium,No
P1974,9/1/2026,S9,5,114,9,93,No,High,No
P1975,9/2/2026,S19,92,34,14,96,No,Low,No
P1976,9/3/2026,S14,7,97,8,81,Yes,Low,No
P1977,9/4/2026,S8,427,49,5,76,Yes,Low,Yes
P1978,9/5/2026,S9,492,83,6,82,Yes,High,No
P1979,9/6/2026,S11,234,114,11,95,No,High,No
P1980,9/7/2026,S1,107,93,12,68,No,Medium,No
P1981,9/8/2026,S14,160,55,10,61,No,High,No
P1982,9/9/2026,S5,208,106,1,91,No,Medium,No
P1983,9/10/2026,S14,239,110,10,81,Yes,Medium,No
P1984,9/11/2026,S4,330,51,12,72,No,Low,No
P1985,9/12/2026,S1,332,57,1,67,Yes,High,No
P1986,9/13/2026,S19,49,68,4,60,No,Low,No
P1987,9/14/2026,S8,10,42,2,76,No,Low,No
P1988,9/15/2026,S15,350,68,11,71,No,High,Yes
P1989,9/16/2026,S15,155,91,7,63,No,High,Yes
P1990,9/17/2026,S9,491,93,2,72,No,Medium,No
P1991,9/18/2026,S9,69,110,10,90,Yes,Medium,No
P1992,9/19/2026,S10,168,11,2,66,Yes,Medium,No
P1993,9/20/2026,S20,271,26,5,82,No,Medium,No
P1994,9/21/2026,S9,67,85,4,83,Yes,Low,No
P1995,9/22/2026,S3,354,86,8,64,No,Low,Yes
P1996,9/23/2026,S20,251,117,4,64,No,High,No
P1997,9/24/2026,S11,47,45,14,76,No,Medium,No
P1998,9/25/2026,S6,183,78,12,89,No,Medium,No
P1999,9/26/2026,S2,319,14,6,68,Yes,Medium,No
P2000,9/27/2026,S7,186,61,5,65,No,Low,No
P2001,9/28/2026,S18,89,11,11,84,No,High,No
P2002,9/29/2026,S2,445,116,14,78,No,Low,No
P2003,9/30/2026,S17,331,54,2,75,Yes,High,Yes
P2004,10/1/2026,S11,138,106,11,80,No,High,No
P2005,10/2/2026,S12,356,95,13,61,Yes,Low,No
P2006,10/3/2026,S19,88,56,12,69,No,Low,No
P2007,10/4/2026,S7,273,37,14,75,Yes,High,No
P2008,10/5/2026,S20,18,5,8,96,No,Low,No
P2009,10/6/2026,S6,470,112,2,74,No,Low,No
P2010,10/7/2026,S1,310,57,9,72,Yes,High,No
P2011,10/8/2026,S17,357,64,9,72,Yes,High,No
P2012,10/9/2026,S11,373,38,3,91,No,Medium,No
P2013,10/10/2026,S18,465,8,4,67,Yes,Low,No
P2014,10/11/2026,S17,153,21,8,77,No,High,No
P2015,10/12/2026,S7,389,8,9,95,No,Low,No
P2016,10/13/2026,S17,259,47,3,85,No,Low,No
P2017,10/14/2026,S20,107,94,5,69,No,High,Yes
P2018,10/15/2026,S9,370,8,11,90,Yes,Medium,No
P2019,10/16/2026,S17,284,5,8,92,Yes,High,No
P2020,10/17/2026,S20,58,75,3,88,Yes,High,No
P2021,10/18/2026,S8,124,98,7,64,No,Low,No
P2022,10/19/2026,S17,353,54,11,72,No,Medium,No
P2023,10/20/2026,S7,272,77,8,60,No,High,No
P2024,10/21/2026,S1,106,65,10,82,Yes,Low,No
P2025,10/22/2026,S13,298,39,11,99,No,High,No
P2026,10/23/2026,S19,244,12,14,62,No,Low,No
P2027,10/24/2026,S19,335,28,3,62,No,High,Yes
P2028,10/25/2026,S17,449,87,2,66,No,Medium,No
P2029,10/26/2026,S13,417,40,10,95,No,High,Yes
P2030,10/27/2026,S16,246,54,13,94,Yes,Low,No
P2031,10/28/2026,S8,7,47,7,74,No,High,No
P2032,10/29/2026,S19,140,31,12,99,No,Medium,No
P2033,10/30/2026,S18,361,36,9,62,No,Medium,Yes
P2034,10/31/2026,S1,7,82,1,88,No,Medium,Yes
P2035,11/1/2026,S14,477,22,3,89,Yes,Medium,No
P2036,11/2/2026,S19,351,32,5,98,No,Low,No
P2037,11/3/2026,S15,483,33,3,77,No,High,No
P2038,11/4/2026,S18,494,20,1,70,Yes,Medium,Yes
P2039,11/5/2026,S2,93,103,7,97,No,High,Yes
P2040,11/6/2026,S17,320,51,7,99,No,Low,No
P2041,11/7/2026,S18,426,63,10,60,No,High,Yes
P2042,11/8/2026,S6,38,35,12,88,No,High,No
P2043,11/9/2026,S19,80,8,8,69,No,Medium,No
P2044,11/10/2026,S4,186,41,5,87,Yes,Medium,Yes
P2045,11/11/2026,S1,83,21,10,90,No,Low,Yes
P2046,11/12/2026,S8,87,43,12,78,No,High,Yes
P2047,11/13/2026,S7,241,52,5,62,No,Low,No
P2048,11/14/2026,S3,341,50,5,95,No,Low,No
P2049,11/15/2026,S10,92,94,1,74,No,Low,No
P2050,11/16/2026,S10,85,52,10,92,Yes,Medium,No
P2051,11/17/2026,S19,43,43,5,85,Yes,Medium,No
P2052,11/18/2026,S14,136,109,6,75,No,High,Yes
P2053,11/19/2026,S2,420,8,13,95,No,High,No
P2054,11/20/2026,S1,73,34,12,92,No,High,No
P2055,11/21/2026,S18,35,34,1,79,No,Medium,No
P2056,11/22/2026,S7,100,26,11,72,No,Medium,No
P2057,11/23/2026,S8,475,79,7,92,No,Low,No
P2058,11/24/2026,S1,155,70,1,64,No,Medium,Yes
P2059,11/25/2026,S3,425,112,11,96,No,Low,No
P2060,11/26/2026,S8,254,16,2,73,No,Low,No
P2061,11/27/2026,S15,170,98,2,86,No,Medium,No
P2062,11/28/2026,S5,468,40,5,82,Yes,Low,No
P2063,11/29/2026,S3,215,22,14,73,No,Low,No
P2064,11/30/2026,S19,169,94,10,99,Yes,High,No
P2065,12/1/2026,S1,251,57,13,63,Yes,Low,No
P2066,12/2/2026,S15,359,75,7,98,Yes,Medium,No
P2067,12/3/2026,S8,321,5,1,78,Yes,Medium,No
P2068,12/4/2026,S2,54,62,10,63,No,Low,No
P2069,12/5/2026,S3,455,94,1,89,Yes,High,No
P2070,12/6/2026,S14,431,91,1,78,Yes,Medium,No
P2071,12/7/2026,S14,90,94,6,90,No,Medium,No
P2072,12/8/2026,S11,277,113,2,90,No,High,No
P2073,12/9/2026,S16,100,10,1,68,Yes,Low,No
P2074,12/10/2026,S4,154,74,6,72,No,Medium,No
P2075,12/11/2026,S20,376,48,14,73,No,Low,No
P2076,12/12/2026,S5,348,76,2,69,No,Low,Yes
P2077,12/13/2026,S14,450,28,6,90,No,Low,No
P2078,12/14/2026,S16,363,90,10,96,Yes,Low,No
P2079,12/15/2026,S18,140,23,8,82,No,Medium,No
P2080,12/16/2026,S7,172,105,2,86,No,High,No
P2081,12/17/2026,S10,9,22,11,65,Yes,Medium,Yes
P2082,12/18/2026,S7,227,99,9,85,No,High,No
P2083,12/19/2026,S1,264,105,8,61,No,Low,Yes
P2084,12/20/2026,S19,437,34,12,72,No,High,No
P2085,12/21/2026,S16,247,46,10,78,No,Low,No
P2086,12/22/2026,S19,246,37,1,60,No,Medium,No
P2087,12/23/2026,S4,154,78,7,99,No,Medium,No
P2088,12/24/2026,S18,33,105,14,91,No,High,No
P2089,12/25/2026,S2,498,16,13,81,No,Low,No
P2090,12/26/2026,S1,128,98,10,88,No,Low,Yes
P2091,12/27/2026,S15,159,31,6,61,No,High,No
P2092,12/28/2026,S5,88,43,14,99,No,Low,No
P2093,12/29/2026,S20,92,13,6,97,No,Low,Yes
P2094,12/30/2026,S11,326,25,6,70,No,Low,No
P2095,12/31/2026,S10,240,80,6,76,No,Medium,No
P2096,1/1/2027,S2,322,33,10,67,No,Medium,Yes
P2097,1/2/2027,S3,467,37,7,81,Yes,Medium,No
P2098,1/3/2027,S12,403,111,12,63,No,Low,Yes
P2099,1/4/2027,S20,116,66,3,70,Yes,Medium,No
P2100,1/5/2027,S5,93,19,14,67,Yes,Low,No
P2101,1/6/2027,S5,162,6,6,68,Yes,Low,No
P2102,1/7/2027,S6,98,56,3,85,No,High,No
P2103,1/8/2027,S9,112,107,7,61,No,Low,Yes
P2104,1/9/2027,S2,358,48,7,75,No,Medium,No
P2105,1/10/2027,S12,90,58,8,90,No,Medium,No
P2106,1/11/2027,S3,345,22,2,65,No,Low,Yes
P2107,1/12/2027,S20,205,7,9,80,No,Medium,No
P2108,1/13/2027,S12,16,11,13,85,No,Low,Yes
P2109,1/14/2027,S17,273,47,5,78,No,High,No
P2110,1/15/2027,S10,172,86,9,87,No,Low,No
P2111,1/16/2027,S14,115,112,10,67,No,Low,Yes
P2112,1/17/2027,S17,348,42,5,73,No,High,No
P2113,1/18/2027,S18,467,41,7,83,No,Medium,No
P2114,1/19/2027,S19,180,62,11,96,No,High,No
P2115,1/20/2027,S17,90,37,9,85,Yes,High,No
P2116,1/21/2027,S14,81,112,4,90,Yes,Low,Yes
P2117,1/22/2027,S9,323,63,2,91,No,Low,No
P2118,1/23/2027,S8,448,99,9,61,Yes,High,No
P2119,1/24/2027,S2,113,15,13,84,No,Medium,Yes
P2120,1/25/2027,S13,256,72,2,61,Yes,High,No
P2121,1/26/2027,S7,57,86,3,60,No,Medium,No
P2122,1/27/2027,S9,153,72,10,95,Yes,High,Yes
P2123,1/28/2027,S11,364,117,2,71,No,High,No
P2124,1/29/2027,S14,403,102,3,68,No,Medium,No
P2125,1/30/2027,S4,115,97,6,95,Yes,High,Yes
P2126,1/31/2027,S13,342,92,3,87,No,Low,No
P2127,2/1/2027,S2,265,26,10,97,Yes,High,No
P2128,2/2/2027,S5,314,70,8,92,No,Low,Yes
P2129,2/3/2027,S11,202,48,11,81,No,Medium,No
P2130,2/4/2027,S6,40,10,6,84,Yes,Medium,No
P2131,2/5/2027,S18,104,46,7,77,No,Low,No
P2132,2/6/2027,S10,388,29,1,65,No,High,No
P2133,2/7/2027,S4,377,61,3,77,No,Low,No
P2134,2/8/2027,S9,192,89,3,75,No,Low,Yes
P2135,2/9/2027,S6,400,59,2,74,Yes,Medium,No
P2136,2/10/2027,S2,277,20,7,67,No,Low,Yes
P2137,2/11/2027,S17,353,99,9,72,Yes,High,No
P2138,2/12/2027,S5,236,18,4,66,Yes,Low,Yes
P2139,2/13/2027,S6,424,43,12,76,Yes,Medium,No
P2140,2/14/2027,S12,220,32,5,91,Yes,High,No
P2141,2/15/2027,S10,67,100,3,81,No,Medium,No
P2142,2/16/2027,S6,196,96,11,72,No,Low,No
P2143,2/17/2027,S8,255,55,9,82,No,Low,Yes
P2144,2/18/2027,S2,138,53,14,88,Yes,Medium,No
P2145,2/19/2027,S12,311,13,4,81,No,Medium,No
P2146,2/20/2027,S13,434,62,5,60,No,High,No
P2147,2/21/2027,S7,148,49,1,88,Yes,Medium,No
P2148,2/22/2027,S10,98,26,11,64,No,Medium,No
P2149,2/23/2027,S13,75,36,12,94,No,Low,Yes
P2150,2/24/2027,S17,281,73,13,69,No,Low,No
P2151,2/25/2027,S14,370,91,2,78,No,Medium,No
P2152,2/26/2027,S2,402,73,12,96,No,Medium,No
P2153,2/27/2027,S11,108,46,13,66,No,Low,No
P2154,2/28/2027,S1,187,57,9,94,Yes,High,No
P2155,3/1/2027,S19,198,100,2,72,No,High,No
P2156,3/2/2027,S4,302,63,5,69,Yes,High,Yes
P2157,3/3/2027,S19,326,78,13,61,No,High,Yes
P2158,3/4/2027,S11,153,43,8,65,No,Low,No
P2159,3/5/2027,S8,39,19,3,67,No,Medium,Yes
P2160,3/6/2027,S11,132,75,6,95,No,High,No
P2161,3/7/2027,S4,404,33,4,84,No,Low,Yes
P2162,3/8/2027,S17,461,115,11,99,No,Medium,Yes
P2163,3/9/2027,S7,131,7,7,66,No,High,No
P2164,3/10/2027,S8,278,87,10,82,No,Medium,No
P2165,3/11/2027,S3,361,14,14,78,No,High,No
P2166,3/12/2027,S2,83,96,13,81,Yes,Medium,No
P2167,3/13/2027,S15,398,33,3,72,No,High,No
P2168,3/14/2027,S5,241,83,6,80,No,High,No
P2169,3/15/2027,S1,115,39,12,60,Yes,Medium,No
P2170,3/16/2027,S4,108,10,10,78,No,Medium,No
P2171,3/17/2027,S15,220,16,9,92,No,Medium,No
P2172,3/18/2027,S20,391,115,11,63,No,Low,No
P2173,3/19/2027,S19,40,42,10,62,No,Low,Yes
P2174,3/20/2027,S3,367,81,1,86,No,Medium,Yes
P2175,3/21/2027,S20,146,97,3,94,No,Low,No
P2176,3/22/2027,S11,111,23,2,87,No,High,No
P2177,3/23/2027,S17,102,71,8,65,Yes,Medium,No
P2178,3/24/2027,S13,45,12,7,65,Yes,Low,No
P2179,3/25/2027,S11,411,12,2,82,No,Medium,No
P2180,3/26/2027,S2,493,88,6,92,No,High,No
P2181,3/27/2027,S9,474,51,3,75,Yes,High,No
P2182,3/28/2027,S2,323,8,8,83,No,Low,No
P2183,3/29/2027,S9,377,55,10,64,Yes,High,No
P2184,3/30/2027,S9,270,89,13,72,No,Medium,Yes
P2185,3/31/2027,S8,482,71,3,71,Yes,Low,No
P2186,4/1/2027,S17,420,49,10,64,Yes,Medium,No
P2187,4/2/2027,S1,384,12,14,96,Yes,Medium,No
P2188,4/3/2027,S11,194,91,9,90,No,Medium,No
P2189,4/4/2027,S8,366,20,1,87,No,High,No
P2190,4/5/2027,S10,279,81,5,87,Yes,Medium,Yes
P2191,4/6/2027,S7,282,71,3,89,No,High,No
P2192,4/7/2027,S3,39,116,6,77,Yes,Medium,No
P2193,4/8/2027,S3,446,13,10,86,No,High,Yes
P2194,4/9/2027,S18,188,64,2,94,No,High,No
P2195,4/10/2027,S5,163,82,9,85,No,High,No
P2196,4/11/2027,S12,481,81,6,98,No,Medium,No
P2197,4/12/2027,S12,476,75,7,77,Yes,Medium,No
P2198,4/13/2027,S19,23,19,5,92,No,High,Yes
P2199,4/14/2027,S6,23,75,9,84,No,Medium,No
P2200,4/15/2027,S2,489,106,1,90,No,High,No
P2201,4/16/2027,S12,3,102,5,96,Yes,Medium,No
P2202,4/17/2027,S19,322,45,11,61,No,High,No
P2203,4/18/2027,S5,289,26,10,92,No,High,No
P2204,4/19/2027,S12,440,28,11,98,No,Low,No
P2205,4/20/2027,S17,432,117,6,91,Yes,Medium,No
P2206,4/21/2027,S17,470,105,7,77,No,Medium,No
P2207,4/22/2027,S10,180,48,12,76,Yes,Low,No
P2208,4/23/2027,S17,247,5,4,93,No,High,No
P2209,4/24/2027,S15,115,14,12,98,Yes,High,No
P2210,4/25/2027,S12,278,111,13,66,No,Low,No
P2211,4/26/2027,S16,364,84,1,94,No,Low,No
P2212,4/27/2027,S19,68,114,11,89,Yes,High,Yes
P2213,4/28/2027,S8,350,76,8,71,Yes,Medium,No
P2214,4/29/2027,S17,253,60,10,94,Yes,Low,No
P2215,4/30/2027,S5,180,117,4,70,No,Low,No
P2216,5/1/2027,S16,317,93,3,63,No,Low,No
P2217,5/2/2027,S6,168,54,12,84,No,Low,No
P2218,5/3/2027,S8,312,16,7,91,Yes,Low,No
P2219,5/4/2027,S18,248,93,12,79,No,Low,Yes
P2220,5/5/2027,S12,187,85,2,90,No,High,No
P2221,5/6/2027,S15,53,64,8,63,No,High,No
P2222,5/7/2027,S9,325,30,14,97,No,Low,No
P2223,5/8/2027,S13,356,114,6,60,No,High,No
P2224,5/9/2027,S15,312,116,7,62,No,Medium,No
P2225,5/10/2027,S10,137,82,14,96,No,Medium,No
P2226,5/11/2027,S16,167,45,5,81,Yes,Low,Yes
P2227,5/12/2027,S7,390,40,9,76,Yes,Medium,No
P2228,5/13/2027,S17,102,27,5,73,No,Medium,No
P2229,5/14/2027,S7,421,47,11,94,No,High,No
P2230,5/15/2027,S14,84,10,5,72,Yes,High,Yes
P2231,5/16/2027,S15,316,115,3,94,Yes,High,No
P2232,5/17/2027,S7,211,73,11,61,No,High,No
P2233,5/18/2027,S9,2,47,1,72,No,Medium,Yes
P2234,5/19/2027,S19,383,29,2,75,Yes,Low,No
P2235,5/20/2027,S16,178,22,8,77,No,High,Yes
P2236,5/21/2027,S8,341,66,1,66,No,Medium,No
P2237,5/22/2027,S18,302,17,7,95,No,High,No
P2238,5/23/2027,S18,451,47,14,89,Yes,Medium,No
P2239,5/24/2027,S20,475,82,14,66,No,High,No
P2240,5/25/2027,S7,331,32,5,74,No,Low,No
P2241,5/26/2027,S3,37,22,3,99,Yes,High,No
P2242,5/27/2027,S18,498,63,12,78,No,Low,No
P2243,5/28/2027,S10,419,64,12,96,No,High,No
P2244,5/29/2027,S7,238,67,11,61,Yes,High,No
P2245,5/30/2027,S17,168,61,7,72,No,High,No
P2246,5/31/2027,S14,452,96,9,99,Yes,Medium,No
P2247,6/1/2027,S3,396,55,2,90,Yes,Medium,Yes
P2248,6/2/2027,S12,342,60,8,75,No,Low,Yes
P2249,6/3/2027,S13,313,31,9,65,Yes,Low,No
P2250,6/4/2027,S2,305,36,11,87,No,Medium,No
P2251,6/5/2027,S3,29,115,3,91,No,Low,No
P2252,6/6/2027,S5,189,13,2,69,Yes,Low,No
P2253,6/7/2027,S11,356,108,7,77,Yes,Medium,No
P2254,6/8/2027,S8,24,100,5,63,No,Medium,No
P2255,6/9/2027,S12,111,88,5,68,No,Medium,Yes
P2256,6/10/2027,S7,410,96,10,66,Yes,Medium,No
P2257,6/11/2027,S15,434,101,5,67,Yes,High,Yes
P2258,6/12/2027,S17,205,72,4,66,No,Medium,No
P2259,6/13/2027,S4,184,50,13,99,Yes,Low,No
P2260,6/14/2027,S13,381,102,5,62,No,High,No
P2261,6/15/2027,S18,495,116,13,76,No,High,No
P2262,6/16/2027,S1,378,71,4,61,No,Low,Yes
P2263,6/17/2027,S16,46,30,13,74,Yes,High,No
P2264,6/18/2027,S13,373,12,6,88,Yes,Low,No
P2265,6/19/2027,S10,227,10,4,81,No,High,No
P2266,6/20/2027,S12,38,84,2,63,Yes,High,No
P2267,6/21/2027,S2,15,28,9,65,Yes,Low,No
P2268,6/22/2027,S3,21,52,2,97,No,Low,No
P2269,6/23/2027,S10,212,107,9,85,Yes,Low,Yes
P2270,6/24/2027,S2,309,98,10,70,No,Low,Yes
P2271,6/25/2027,S13,148,49,6,85,No,Medium,Yes
P2272,6/26/2027,S13,455,17,9,76,No,Medium,No
P2273,6/27/2027,S18,240,73,9,83,No,Low,No
P2274,6/28/2027,S3,271,29,3,87,No,Medium,No
P2275,6/29/2027,S7,58,24,1,94,Yes,Low,No
P2276,6/30/2027,S14,286,86,1,90,No,Low,Yes
P2277,7/1/2027,S20,425,115,3,72,No,High,Yes
P2278,7/2/2027,S17,201,86,5,94,No,Low,No
P2279,7/3/2027,S12,31,70,13,75,Yes,Low,Yes
P2280,7/4/2027,S16,442,78,3,74,No,Low,No
P2281,7/5/2027,S12,161,49,12,77,No,Low,No
P2282,7/6/2027,S15,254,118,9,96,No,High,No
P2283,7/7/2027,S10,253,51,9,86,No,Low,No
P2284,7/8/2027,S7,8,67,3,94,No,High,No
P2285,7/9/2027,S20,464,80,3,94,No,Low,No
P2286,7/10/2027,S5,138,115,12,87,No,High,Yes
P2287,7/11/2027,S1,479,81,14,98,Yes,Medium,No
P2288,7/12/2027,S17,9,118,5,97,Yes,High,Yes
P2289,7/13/2027,S3,213,115,2,68,No,High,Yes
P2290,7/14/2027,S13,272,59,6,71,No,Low,No
P2291,7/15/2027,S14,323,79,7,74,No,High,No
P2292,7/16/2027,S18,47,23,13,80,Yes,High,Yes
P2293,7/17/2027,S4,435,39,9,94,Yes,Low,Yes
P2294,7/18/2027,S18,110,107,6,92,Yes,Medium,Yes
P2295,7/19/2027,S5,152,57,3,78,No,Medium,No
P2296,7/20/2027,S16,122,30,12,82,No,Medium,No
P2297,7/21/2027,S1,404,114,5,72,Yes,High,Yes
P2298,7/22/2027,S14,356,18,4,60,No,Low,No
P2299,7/23/2027,S15,101,49,5,88,No,Medium,No
P2300,7/24/2027,S9,240,48,8,83,Yes,Medium,No
P2301,7/25/2027,S15,320,92,8,75,No,Medium,No
P2302,7/26/2027,S17,190,109,6,84,No,Medium,No
P2303,7/27/2027,S4,216,69,1,82,Yes,Low,No
P2304,7/28/2027,S12,50,55,8,87,Yes,Medium,No
P2305,7/29/2027,S5,291,47,8,75,Yes,High,Yes
P2306,7/30/2027,S5,80,90,2,97,No,High,No
P2307,7/31/2027,S11,488,27,4,70,No,Low,No
P2308,8/1/2027,S6,382,60,12,62,No,Medium,Yes
P2309,8/2/2027,S7,87,23,2,74,Yes,Medium,No
P2310,8/3/2027,S14,193,86,4,60,No,High,Yes
P2311,8/4/2027,S11,103,80,12,66,No,Low,No
P2312,8/5/2027,S13,270,59,13,60,No,High,Yes
P2313,8/6/2027,S2,95,96,13,91,No,Low,No
P2314,8/7/2027,S7,422,96,10,68,No,Low,No
P2315,8/8/2027,S20,378,64,7,88,No,Low,No
P2316,8/9/2027,S4,197,63,9,85,No,High,No
P2317,8/10/2027,S8,0,37,14,82,No,Low,No
P2318,8/11/2027,S20,494,23,14,88,Yes,High,Yes
P2319,8/12/2027,S19,406,32,8,97,No,High,No
P2320,8/13/2027,S13,377,56,12,92,No,Medium,Yes
P2321,8/14/2027,S14,166,53,9,66,No,High,No
P2322,8/15/2027,S10,125,41,8,71,Yes,High,No
P2323,8/16/2027,S11,312,30,2,90,Yes,Medium,No
P2324,8/17/2027,S2,80,103,7,91,Yes,Medium,No
P2325,8/18/2027,S9,417,102,2,79,Yes,Medium,Yes
P2326,8/19/2027,S17,250,103,13,76,No,Low,No
P2327,8/20/2027,S3,168,44,12,95,No,Low,No
P2328,8/21/2027,S6,476,84,11,62,Yes,Medium,Yes
P2329,8/22/2027,S5,72,42,2,60,Yes,Low,No
P2330,8/23/2027,S5,140,81,4,86,No,Medium,No
P2331,8/24/2027,S15,69,91,1,99,Yes,Low,No
P2332,8/25/2027,S17,261,58,5,92,No,High,No
P2333,8/26/2027,S9,339,26,6,79,Yes,Low,Yes
P2334,8/27/2027,S3,307,20,9,73,Yes,Low,No
P2335,8/28/2027,S20,244,32,10,95,Yes,High,No
P2336,8/29/2027,S17,2,116,8,64,Yes,Medium,Yes
P2337,8/30/2027,S10,336,39,2,82,No,Low,No
P2338,8/31/2027,S3,62,64,1,74,Yes,Low,Yes
P2339,9/1/2027,S18,48,49,2,65,No,High,No
P2340,9/2/2027,S18,75,50,7,92,No,High,Yes
P2341,9/3/2027,S17,367,76,4,78,Yes,High,No
P2342,9/4/2027,S3,174,112,10,72,Yes,High,No
P2343,9/5/2027,S3,108,59,5,88,No,Medium,No
P2344,9/6/2027,S6,182,90,12,65,No,Low,Yes
P2345,9/7/2027,S13,191,89,7,74,No,Low,No
P2346,9/8/2027,S15,64,30,3,75,Yes,Low,No
P2347,9/9/2027,S9,336,108,10,83,Yes,Low,No
P2348,9/10/2027,S4,450,89,2,82,Yes,Medium,No
P2349,9/11/2027,S14,473,29,13,69,No,Low,No
P2350,9/12/2027,S5,270,109,7,76,No,Medium,No
P2351,9/13/2027,S2,99,69,5,89,No,Medium,Yes
P2352,9/14/2027,S11,31,10,14,69,No,High,No
P2353,9/15/2027,S9,351,27,1,78,Yes,High,Yes
P2354,9/16/2027,S3,127,119,1,88,No,Low,No
P2355,9/17/2027,S9,451,68,9,61,No,Medium,Yes
P2356,9/18/2027,S3,401,91,5,95,Yes,High,No
P2357,9/19/2027,S2,368,47,1,78,No,Medium,No
P2358,9/20/2027,S12,338,111,7,66,No,High,Yes
P2359,9/21/2027,S10,42,27,9,85,No,Medium,No
P2360,9/22/2027,S9,371,100,11,74,No,Low,No
P2361,9/23/2027,S15,418,34,1,97,Yes,Low,Yes
P2362,9/24/2027,S8,487,81,10,62,No,Medium,No
P2363,9/25/2027,S5,77,111,14,97,Yes,High,No
P2364,9/26/2027,S11,313,22,13,75,No,High,No
P2365,9/27/2027,S2,288,91,4,61,Yes,Low,No
P2366,9/28/2027,S15,269,83,14,90,No,Low,No
P2367,9/29/2027,S6,161,101,3,87,No,Low,No
P2368,9/30/2027,S8,188,25,5,66,No,High,No
P2369,10/1/2027,S5,246,61,7,89,Yes,High,No
P2370,10/2/2027,S16,387,107,8,66,Yes,Low,No
P2371,10/3/2027,S18,215,27,13,95,No,Medium,No
P2372,10/4/2027,S6,314,95,2,88,No,High,No
P2373,10/5/2027,S5,412,49,7,83,No,Low,No
P2374,10/6/2027,S16,338,48,14,98,Yes,Medium,Yes
P2375,10/7/2027,S13,389,86,14,63,No,High,Yes
P2376,10/8/2027,S5,376,92,1,88,No,Medium,No
P2377,10/9/2027,S13,480,119,7,64,No,Medium,Yes
P2378,10/10/2027,S17,432,51,8,88,No,High,No
P2379,10/11/2027,S18,167,44,2,89,No,Low,Yes
P2380,10/12/2027,S8,338,55,9,88,Yes,Medium,Yes
P2381,10/13/2027,S13,192,46,1,85,Yes,Low,Yes
